models=Random WayPoint	locationinitializer=random initializer	scale=1.0	params=0.0,1.0,	bias=0.0	distribution=jsc.distributions.Uniform	scale=1.0	params=0.0,1.0,	bias=0.0	distribution=jsc.distributions.Uniform	maxpausetime=10	minspeed=5	maps=squarereflect	height=500	width=500	maxspeed=10	rangealgorithms=NullPowerAlgorithm	filenamegenerator=simple	seed=outputtrace	numberiterate=true	defaultfilter=edu.sharif.ce.dml.common.data.trace.filter.DirectoryFilter	isinput=false	fileaddress=output	multiple=false	tracewriter=text	nodenumber=10	maxsimulationtime=1000
Time	Node	PositionX	PositionY	Speed	Direction Angle	Range
71	8	142	240	6.3	1.29	0
71	9	400	179	6.28	3.52	0
72	0	71	233	5.45	4.29	0
72	1	135	105	6.37	5.09	0
72	2	112	371	9.76	5.07	0
72	3	213	64	6.17	3.82	0
72	4	295	304	5.19	4.13	0
72	5	158	317	8.14	5.29	0
72	6	176	273	5.11	5.08	0
72	7	232	197	6.89	5.77	0
72	8	144	246	6.3	1.29	0
72	9	395	176	6.28	3.52	0
73	0	69	228	5.45	4.29	0
73	1	136	104	6.37	5.09	0
73	2	116	362	9.76	5.07	0
73	3	209	61	6.17	3.82	0
73	4	292	300	5.19	4.13	0
73	5	163	311	8.14	5.29	0
73	6	176	273	5.11	5.08	0
73	7	238	194	6.89	5.77	0
73	8	146	252	6.3	1.29	0
73	9	389	174	6.28	3.52	0
74	0	66	223	5.45	4.29	0
74	1	136	104	6.37	5.09	0
74	2	119	353	9.76	5.07	0
74	3	204	57	6.17	3.82	0
74	4	289	296	5.19	4.13	0
74	5	167	304	8.14	5.29	0
74	6	176	273	5.11	5.08	0
74	7	244	190	6.89	5.77	0
74	8	147	258	6.3	1.29	0
74	9	383	172	6.28	3.52	0
75	0	64	218	5.45	4.29	0
75	1	136	104	6.37	5.09	0
75	2	122	344	9.76	5.07	0
75	3	199	53	6.17	3.82	0
75	4	286	291	5.19	4.13	0
75	5	172	297	8.14	5.29	0
75	6	176	273	5.11	5.08	0
75	7	250	187	6.89	5.77	0
75	8	149	264	6.3	1.29	0
75	9	377	169	6.28	3.52	0
76	0	62	213	5.45	4.29	0
76	1	136	104	6.37	5.09	0
76	2	126	335	9.76	5.07	0
76	3	194	49	6.17	3.82	0
76	4	283	287	5.19	4.13	0
76	5	176	290	8.14	5.29	0
76	6	176	273	5.11	5.08	0
76	7	256	184	6.89	5.77	0
76	8	151	270	6.3	1.29	0
76	9	371	167	6.28	3.52	0
77	0	60	208	5.45	4.29	0
77	1	136	104	6.37	5.09	0
77	2	129	325	9.76	5.07	0
77	3	190	45	6.17	3.82	0
77	4	281	283	5.19	4.13	0
77	5	180	283	8.14	5.29	0
77	6	176	273	5.11	5.08	0
77	7	262	180	6.89	5.77	0
77	8	153	276	6.3	1.29	0
77	9	365	165	6.28	3.52	0
78	0	57	203	5.45	4.29	0
78	1	133	112	8.07	1.89	0
78	2	133	316	9.76	5.07	0
78	3	185	41	6.17	3.82	0
78	4	278	278	5.19	4.13	0
78	5	185	276	8.14	5.29	0
78	6	176	273	5.11	5.08	0
78	7	268	177	6.89	5.77	0
78	8	154	283	6.3	1.29	0
78	9	360	162	6.28	3.52	0
79	0	55	198	5.45	4.29	0
79	1	131	120	8.07	1.89	0
79	2	136	307	9.76	5.07	0
79	3	180	37	6.17	3.82	0
79	4	275	274	5.19	4.13	0
79	5	188	271	8.14	5.29	0
79	6	180	281	8.76	1.09	0
79	7	274	173	6.89	5.77	0
79	8	156	289	6.3	1.29	0
79	9	354	160	6.28	3.52	0
80	0	53	193	5.45	4.29	0
80	1	128	127	8.07	1.89	0
80	2	139	298	9.76	5.07	0
80	3	175	33	6.17	3.82	0
80	4	272	270	5.19	4.13	0
80	5	184	265	7.84	4.08	0
80	6	184	289	8.76	1.09	0
80	7	280	170	6.89	5.77	0
80	8	158	295	6.3	1.29	0
80	9	348	158	6.28	3.52	0
81	0	51	189	5.45	4.29	0
81	1	125	135	8.07	1.89	0
81	2	143	289	9.76	5.07	0
81	3	170	29	6.17	3.82	0
81	4	269	265	5.19	4.13	0
81	5	179	258	7.84	4.08	0
81	6	188	297	8.76	1.09	0
81	7	286	167	6.89	5.77	0
81	8	160	301	6.3	1.29	0
81	9	342	155	6.28	3.52	0
82	0	49	184	5.45	4.29	0
82	1	123	143	8.07	1.89	0
82	2	146	280	9.76	5.07	0
82	3	166	26	6.17	3.82	0
82	4	266	261	5.19	4.13	0
82	5	174	252	7.84	4.08	0
82	6	192	304	8.76	1.09	0
82	7	292	163	6.89	5.77	0
82	8	161	307	6.3	1.29	0
82	9	336	153	6.28	3.52	0
83	0	46	179	5.45	4.29	0
83	1	120	150	8.07	1.89	0
83	2	149	271	9.76	5.07	0
83	3	161	22	6.17	3.82	0
83	4	263	256	5.19	4.13	0
83	5	170	246	7.84	4.08	0
83	6	196	312	8.76	1.09	0
83	7	298	160	6.89	5.77	0
83	8	163	313	6.3	1.29	0
83	9	330	151	6.28	3.52	0
84	0	44	174	5.45	4.29	0
84	1	118	158	8.07	1.89	0
84	2	153	261	9.76	5.07	0
84	3	156	18	6.17	3.82	0
84	4	261	252	5.19	4.13	0
84	5	165	239	7.84	4.08	0
84	6	200	320	8.76	1.09	0
84	7	304	157	6.89	5.77	0
84	8	165	319	6.3	1.29	0
84	9	325	149	6.28	3.52	0
85	0	42	169	5.45	4.29	0
85	1	115	166	8.07	1.89	0
85	2	156	252	9.76	5.07	0
85	3	151	14	6.17	3.82	0
85	4	258	248	5.19	4.13	0
85	5	161	233	7.84	4.08	0
85	6	204	328	8.76	1.09	0
85	7	310	153	6.89	5.77	0
85	8	167	325	6.3	1.29	0
85	9	319	146	6.28	3.52	0
86	0	40	164	5.45	4.29	0
86	1	113	173	8.07	1.89	0
86	2	160	243	9.76	5.07	0
86	3	147	10	6.17	3.82	0
86	4	255	243	5.19	4.13	0
86	5	156	227	7.84	4.08	0
86	6	208	335	8.76	1.09	0
86	7	316	150	6.89	5.77	0
86	8	168	331	6.3	1.29	0
86	9	313	144	6.28	3.52	0
87	0	37	159	5.45	4.29	0
87	1	110	181	8.07	1.89	0
87	2	161	239	9.76	5.07	0
87	3	142	6	6.17	3.82	0
87	4	252	239	5.19	4.13	0
87	5	151	220	7.84	4.08	0
87	6	212	343	8.76	1.09	0
87	7	322	146	6.89	5.77	0
87	8	170	337	6.3	1.29	0
87	9	307	142	6.28	3.52	0
88	0	35	154	5.45	4.29	0
88	1	108	189	8.07	1.89	0
88	2	161	239	9.76	5.07	0
88	3	141	6	6.17	3.82	0
88	4	249	235	5.19	4.13	0
88	5	147	214	7.84	4.08	0
88	6	216	351	8.76	1.09	0
88	7	328	143	6.89	5.77	0
88	8	172	343	6.3	1.29	0
88	9	301	139	6.28	3.52	0
89	0	33	149	5.45	4.29	0
89	1	105	196	8.07	1.89	0
89	2	161	239	9.76	5.07	0
89	3	141	6	6.17	3.82	0
89	4	246	230	5.19	4.13	0
89	5	142	208	7.84	4.08	0
89	6	220	359	8.76	1.09	0
89	7	334	140	6.89	5.77	0
89	8	173	349	6.3	1.29	0
89	9	295	137	6.28	3.52	0
90	0	31	144	5.45	4.29	0
90	1	102	204	8.07	1.89	0
90	2	161	239	9.76	5.07	0
90	3	142	13	7.18	1.42	0
90	4	243	226	5.19	4.13	0
90	5	138	201	7.84	4.08	0
90	6	225	367	8.76	1.09	0
90	7	340	136	6.89	5.77	0
90	8	175	355	6.3	1.29	0
90	9	290	135	6.28	3.52	0
91	0	29	139	5.45	4.29	0
91	1	100	212	8.07	1.89	0
91	2	161	239	9.76	5.07	0
91	3	143	20	7.18	1.42	0
91	4	241	222	5.19	4.13	0
91	5	133	195	7.84	4.08	0
91	6	229	374	8.76	1.09	0
91	7	346	133	6.89	5.77	0
91	8	177	361	6.3	1.29	0
91	9	284	132	6.28	3.52	0
92	0	26	134	5.45	4.29	0
92	1	97	219	8.07	1.89	0
92	2	161	239	9.76	5.07	0
92	3	144	27	7.18	1.42	0
92	4	238	217	5.19	4.13	0
92	5	128	189	7.84	4.08	0
92	6	233	382	8.76	1.09	0
92	7	352	129	6.89	5.77	0
92	8	179	367	6.3	1.29	0
92	9	278	130	6.28	3.52	0
93	0	26	134	5.45	4.29	0
93	1	95	227	8.07	1.89	0
93	2	161	239	9.76	5.07	0
93	3	145	34	7.18	1.42	0
93	4	235	213	5.19	4.13	0
93	5	124	182	7.84	4.08	0
93	6	237	390	8.76	1.09	0
93	7	358	126	6.89	5.77	0
93	8	180	373	6.3	1.29	0
93	9	272	128	6.28	3.52	0
94	0	26	134	5.45	4.29	0
94	1	92	234	8.07	1.89	0
94	2	161	239	9.76	5.07	0
94	3	147	41	7.18	1.42	0
94	4	232	209	5.19	4.13	0
94	5	119	176	7.84	4.08	0
94	6	241	398	8.76	1.09	0
94	7	364	123	6.89	5.77	0
94	8	182	379	6.3	1.29	0
94	9	266	125	6.28	3.52	0
95	0	30	138	5.82	0.8	0
95	1	90	242	8.07	1.89	0
95	2	166	247	9.19	0.97	0
95	3	148	48	7.18	1.42	0
95	4	229	204	5.19	4.13	0
95	5	114	170	7.84	4.08	0
95	6	245	405	8.76	1.09	0
95	7	370	119	6.89	5.77	0
95	8	184	386	6.3	1.29	0
95	9	260	123	6.28	3.52	0
96	0	34	142	5.82	0.8	0
96	1	87	250	8.07	1.89	0
96	2	171	254	9.19	0.97	0
96	3	149	55	7.18	1.42	0
96	4	226	200	5.19	4.13	0
96	5	110	163	7.84	4.08	0
96	6	249	413	8.76	1.09	0
96	7	376	116	6.89	5.77	0
96	8	186	392	6.3	1.29	0
96	9	255	121	6.28	3.52	0
97	0	38	146	5.82	0.8	0
97	1	84	257	8.07	1.89	0
97	2	177	262	9.19	0.97	0
97	3	150	62	7.18	1.42	0
97	4	226	199	5.19	4.13	0
97	5	105	157	7.84	4.08	0
97	6	253	421	8.76	1.09	0
97	7	382	112	6.89	5.77	0
97	8	187	398	6.3	1.29	0
97	9	249	118	6.28	3.52	0
98	0	42	150	5.82	0.8	0
98	1	82	265	8.07	1.89	0
98	2	182	270	9.19	0.97	0
98	3	151	69	7.18	1.42	0
98	4	226	199	5.19	4.13	0
98	5	101	151	7.84	4.08	0
98	6	257	429	8.76	1.09	0
98	7	388	109	6.89	5.77	0
98	8	189	404	6.3	1.29	0
98	9	243	116	6.28	3.52	0
99	0	46	155	5.82	0.8	0
99	1	79	273	8.07	1.89	0
99	2	187	277	9.19	0.97	0
99	3	152	77	7.18	1.42	0
99	4	226	199	5.19	4.13	0
99	5	96	144	7.84	4.08	0
99	6	261	437	8.76	1.09	0
99	7	394	106	6.89	5.77	0
99	8	191	410	6.3	1.29	0
99	9	237	114	6.28	3.52	0
100	0	50	159	5.82	0.8	0
100	1	77	280	8.07	1.89	0
100	2	192	285	9.19	0.97	0
100	3	153	84	7.18	1.42	0
100	4	223	204	5.14	2.07	0
100	5	96	144	7.84	4.08	0
100	6	265	444	8.76	1.09	0
100	7	400	102	6.89	5.77	0
100	8	192	416	6.3	1.29	0
100	9	231	111	6.28	3.52	0
101	0	55	163	5.82	0.8	0
101	1	74	288	8.07	1.89	0
101	2	197	292	9.19	0.97	0
101	3	154	91	7.18	1.42	0
101	4	221	208	5.14	2.07	0
101	5	96	144	7.84	4.08	0
101	6	269	452	8.76	1.09	0
101	7	406	99	6.89	5.77	0
101	8	194	422	6.3	1.29	0
101	9	225	109	6.28	3.52	0
102	0	59	167	5.82	0.8	0
102	1	72	296	8.07	1.89	0
102	2	202	300	9.19	0.97	0
102	3	155	98	7.18	1.42	0
102	4	218	213	5.14	2.07	0
102	5	102	143	6.35	6.14	0
102	6	273	460	8.76	1.09	0
102	7	412	96	6.89	5.77	0
102	8	196	428	6.3	1.29	0
102	9	220	107	6.28	3.52	0
103	0	63	171	5.82	0.8	0
103	1	69	303	8.07	1.89	0
103	2	208	307	9.19	0.97	0
103	3	156	105	7.18	1.42	0
103	4	216	217	5.14	2.07	0
103	5	108	142	6.35	6.14	0
103	6	277	468	8.76	1.09	0
103	7	418	92	6.89	5.77	0
103	8	198	434	6.3	1.29	0
103	9	214	104	6.28	3.52	0
104	0	67	176	5.82	0.8	0
104	1	67	311	8.07	1.89	0
104	2	213	315	9.19	0.97	0
104	3	157	112	7.18	1.42	0
104	4	214	222	5.14	2.07	0
104	5	115	141	6.35	6.14	0
104	6	281	476	8.76	1.09	0
104	7	424	89	6.89	5.77	0
104	8	199	440	6.3	1.29	0
104	9	208	102	6.28	3.52	0
105	0	71	180	5.82	0.8	0
105	1	64	319	8.07	1.89	0
105	2	218	323	9.19	0.97	0
105	3	158	119	7.18	1.42	0
105	4	211	226	5.14	2.07	0
105	5	121	140	6.35	6.14	0
105	6	285	483	8.76	1.09	0
105	7	430	85	6.89	5.77	0
105	8	201	446	6.3	1.29	0
105	9	202	100	6.28	3.52	0
106	0	75	184	5.82	0.8	0
106	1	61	326	8.07	1.89	0
106	2	223	330	9.19	0.97	0
106	3	160	126	7.18	1.42	0
106	4	209	231	5.14	2.07	0
106	5	127	139	6.35	6.14	0
106	6	289	491	8.76	1.09	0
106	7	436	82	6.89	5.77	0
106	8	203	452	6.3	1.29	0
106	9	196	97	6.28	3.52	0
107	0	79	188	5.82	0.8	0
107	1	59	334	8.07	1.89	0
107	2	228	338	9.19	0.97	0
107	3	161	133	7.18	1.42	0
107	4	206	235	5.14	2.07	0
107	5	133	138	6.35	6.14	0
107	6	290	494	8.76	1.09	0
107	7	442	79	6.89	5.77	0
107	8	204	458	6.3	1.29	0
107	9	190	95	6.28	3.52	0
108	0	83	192	5.82	0.8	0
108	1	56	342	8.07	1.89	0
108	2	234	345	9.19	0.97	0
108	3	162	140	7.18	1.42	0
108	4	204	240	5.14	2.07	0
108	5	140	138	6.35	6.14	0
108	6	290	494	8.76	1.09	0
108	7	448	75	6.89	5.77	0
108	8	204	458	6.3	1.29	0
108	9	185	93	6.28	3.52	0
109	0	87	196	5.82	0.8	0
109	1	54	349	8.07	1.89	0
109	2	239	353	9.19	0.97	0
109	3	163	147	7.18	1.42	0
109	4	201	244	5.14	2.07	0
109	5	146	137	6.35	6.14	0
109	6	290	494	8.76	1.09	0
109	7	454	72	6.89	5.77	0
109	8	204	458	6.3	1.29	0
109	9	179	90	6.28	3.52	0
110	0	91	201	5.82	0.8	0
110	1	51	357	8.07	1.89	0
110	2	244	360	9.19	0.97	0
110	3	164	155	7.18	1.42	0
110	4	199	249	5.14	2.07	0
110	5	152	136	6.35	6.14	0
110	6	290	494	8.76	1.09	0
110	7	460	68	6.89	5.77	0
110	8	204	458	6.3	1.29	0
110	9	173	88	6.28	3.52	0
111	0	95	205	5.82	0.8	0
111	1	49	365	8.07	1.89	0
111	2	249	368	9.19	0.97	0
111	3	165	162	7.18	1.42	0
111	4	196	253	5.14	2.07	0
111	5	159	135	6.35	6.14	0
111	6	290	494	8.76	1.09	0
111	7	466	65	6.89	5.77	0
111	8	204	458	6.3	1.29	0
111	9	167	86	6.28	3.52	0
112	0	99	209	5.82	0.8	0
112	1	46	372	8.07	1.89	0
112	2	254	376	9.19	0.97	0
112	3	166	169	7.18	1.42	0
112	4	194	258	5.14	2.07	0
112	5	165	134	6.35	6.14	0
112	6	290	494	8.76	1.09	0
112	7	470	63	6.89	5.77	0
112	8	210	458	5.5	0.14	0
112	9	161	83	6.28	3.52	0
113	0	103	213	5.82	0.8	0
113	1	43	380	8.07	1.89	0
113	2	260	383	9.19	0.97	0
113	3	167	176	7.18	1.42	0
113	4	191	262	5.14	2.07	0
113	5	171	133	6.35	6.14	0
113	6	290	494	8.76	1.09	0
113	7	470	63	6.89	5.77	0
113	8	215	459	5.5	0.14	0
113	9	155	81	6.28	3.52	0
114	0	107	217	5.82	0.8	0
114	1	41	387	8.07	1.89	0
114	2	265	391	9.19	0.97	0
114	3	168	183	7.18	1.42	0
114	4	189	267	5.14	2.07	0
114	5	177	132	6.35	6.14	0
114	6	291	488	6.26	4.79	0
114	7	470	63	6.89	5.77	0
114	8	221	460	5.5	0.14	0
114	9	150	79	6.28	3.52	0
115	0	111	222	5.82	0.8	0
115	1	38	395	8.07	1.89	0
115	2	270	398	9.19	0.97	0
115	3	169	190	7.18	1.42	0
115	4	186	271	5.14	2.07	0
115	5	184	131	6.35	6.14	0
115	6	291	481	6.26	4.79	0
115	7	470	63	6.89	5.77	0
115	8	226	461	5.5	0.14	0
115	9	144	77	6.28	3.52	0
116	0	115	226	5.82	0.8	0
116	1	36	403	8.07	1.89	0
116	2	275	406	9.19	0.97	0
116	3	170	197	7.18	1.42	0
116	4	184	276	5.14	2.07	0
116	5	190	130	6.35	6.14	0
116	6	292	475	6.26	4.79	0
116	7	470	63	6.89	5.77	0
116	8	232	461	5.5	0.14	0
116	9	138	74	6.28	3.52	0
117	0	119	230	5.82	0.8	0
117	1	33	410	8.07	1.89	0
117	2	280	414	9.19	0.97	0
117	3	171	204	7.18	1.42	0
117	4	181	280	5.14	2.07	0
117	5	196	129	6.35	6.14	0
117	6	292	469	6.26	4.79	0
117	7	470	63	6.89	5.77	0
117	8	237	462	5.5	0.14	0
117	9	132	72	6.28	3.52	0
118	0	123	234	5.82	0.8	0
118	1	31	418	8.07	1.89	0
118	2	286	421	9.19	0.97	0
118	3	173	211	7.18	1.42	0
118	4	179	285	5.14	2.07	0
118	5	203	128	6.35	6.14	0
118	6	293	463	6.26	4.79	0
118	7	470	63	6.89	5.77	0
118	8	243	463	5.5	0.14	0
118	9	126	70	6.28	3.52	0
119	0	127	238	5.82	0.8	0
119	1	28	426	8.07	1.89	0
119	2	291	429	9.19	0.97	0
119	3	174	218	7.18	1.42	0
119	4	177	289	5.14	2.07	0
119	5	209	127	6.35	6.14	0
119	6	293	456	6.26	4.79	0
119	7	470	63	6.89	5.77	0
119	8	248	464	5.5	0.14	0
119	9	121	67	6.28	3.52	0
120	0	131	243	5.82	0.8	0
120	1	26	433	8.07	1.89	0
120	2	294	434	9.19	0.97	0
120	3	175	226	7.18	1.42	0
120	4	174	294	5.14	2.07	0
120	5	215	127	6.35	6.14	0
120	6	293	450	6.26	4.79	0
120	7	470	63	6.89	5.77	0
120	8	253	464	5.5	0.14	0
120	9	115	65	6.28	3.52	0
121	0	135	247	5.82	0.8	0
121	1	23	441	8.07	1.89	0
121	2	294	434	9.19	0.97	0
121	3	176	233	7.18	1.42	0
121	4	172	298	5.14	2.07	0
121	5	221	126	6.35	6.14	0
121	6	294	444	6.26	4.79	0
121	7	466	72	9.3	1.94	0
121	8	259	465	5.5	0.14	0
121	9	109	63	6.28	3.52	0
122	0	139	251	5.82	0.8	0
122	1	23	441	8.07	1.89	0
122	2	294	434	9.19	0.97	0
122	3	177	240	7.18	1.42	0
122	4	169	303	5.14	2.07	0
122	5	228	125	6.35	6.14	0
122	6	294	438	6.26	4.79	0
122	7	463	81	9.3	1.94	0
122	8	264	466	5.5	0.14	0
122	9	103	60	6.28	3.52	0
123	0	143	255	5.82	0.8	0
123	1	23	441	8.07	1.89	0
123	2	294	434	9.19	0.97	0
123	3	178	247	7.18	1.42	0
123	4	167	307	5.14	2.07	0
123	5	234	124	6.35	6.14	0
123	6	295	431	6.26	4.79	0
123	7	459	89	9.3	1.94	0
123	8	270	467	5.5	0.14	0
123	9	103	60	6.28	3.52	0
124	0	148	259	5.82	0.8	0
124	1	23	441	8.07	1.89	0
124	2	294	434	9.19	0.97	0
124	3	179	254	7.18	1.42	0
124	4	164	312	5.14	2.07	0
124	5	235	124	6.35	6.14	0
124	6	295	425	6.26	4.79	0
124	7	456	98	9.3	1.94	0
124	8	275	468	5.5	0.14	0
124	9	103	60	6.28	3.52	0
125	0	152	263	5.82	0.8	0
125	1	23	441	8.07	1.89	0
125	2	294	434	9.19	0.97	0
125	3	180	261	7.18	1.42	0
125	4	162	316	5.14	2.07	0
125	5	235	124	6.35	6.14	0
125	6	296	419	6.26	4.79	0
125	7	453	107	9.3	1.94	0
125	8	281	468	5.5	0.14	0
125	9	103	60	6.28	3.52	0
126	0	156	268	5.82	0.8	0
126	1	23	441	8.07	1.89	0
126	2	294	434	9.19	0.97	0
126	3	181	268	7.18	1.42	0
126	4	159	321	5.14	2.07	0
126	5	235	124	6.35	6.14	0
126	6	296	413	6.26	4.79	0
126	7	449	115	9.3	1.94	0
126	8	286	469	5.5	0.14	0
126	9	103	60	6.28	3.52	0
127	0	160	272	5.82	0.8	0
127	1	23	441	8.07	1.89	0
127	2	294	434	9.19	0.97	0
127	3	182	275	7.18	1.42	0
127	4	157	326	5.14	2.07	0
127	5	235	124	6.35	6.14	0
127	6	297	406	6.26	4.79	0
127	7	449	117	9.3	1.94	0
127	8	292	470	5.5	0.14	0
127	9	103	60	6.28	3.52	0
128	0	164	276	5.82	0.8	0
128	1	23	441	8.07	1.89	0
128	2	297	426	8.16	5.13	0
128	3	183	282	7.18	1.42	0
128	4	154	330	5.14	2.07	0
128	5	243	129	9.95	0.58	0
128	6	297	400	6.26	4.79	0
128	7	444	121	5.64	2.45	0
128	8	297	471	5.5	0.14	0
128	9	103	60	6.28	3.52	0
129	0	168	280	5.82	0.8	0
129	1	23	441	8.07	1.89	0
129	2	301	419	8.16	5.13	0
129	3	184	284	7.18	1.42	0
129	4	152	335	5.14	2.07	0
129	5	252	135	9.95	0.58	0
129	6	298	394	6.26	4.79	0
129	7	440	124	5.64	2.45	0
129	8	302	471	5.5	0.14	0
129	9	103	60	6.28	3.52	0
130	0	172	284	5.82	0.8	0
130	1	23	441	8.07	1.89	0
130	2	304	411	8.16	5.13	0
130	3	184	284	7.18	1.42	0
130	4	149	339	5.14	2.07	0
130	5	260	140	9.95	0.58	0
130	6	298	388	6.26	4.79	0
130	7	436	128	5.64	2.45	0
130	8	308	472	5.5	0.14	0
130	9	112	59	8.82	6.12	0
131	0	176	289	5.82	0.8	0
131	1	23	441	8.07	1.89	0
131	2	307	404	8.16	5.13	0
131	3	184	284	7.18	1.42	0
131	4	147	344	5.14	2.07	0
131	5	268	146	9.95	0.58	0
131	6	298	381	6.26	4.79	0
131	7	431	131	5.64	2.45	0
131	8	313	473	5.5	0.14	0
131	9	120	57	8.82	6.12	0
132	0	180	293	5.82	0.8	0
132	1	25	436	5.8	5.1	0
132	2	311	396	8.16	5.13	0
132	3	184	284	7.18	1.42	0
132	4	144	348	5.14	2.07	0
132	5	277	151	9.95	0.58	0
132	6	299	375	6.26	4.79	0
132	7	427	135	5.64	2.45	0
132	8	319	474	5.5	0.14	0
132	9	129	56	8.82	6.12	0
133	0	184	297	5.82	0.8	0
133	1	27	430	5.8	5.1	0
133	2	314	389	8.16	5.13	0
133	3	184	284	7.18	1.42	0
133	4	142	353	5.14	2.07	0
133	5	285	157	9.95	0.58	0
133	6	299	369	6.26	4.79	0
133	7	423	139	5.64	2.45	0
133	8	324	475	5.5	0.14	0
133	9	138	54	8.82	6.12	0
134	0	188	301	5.82	0.8	0
134	1	29	425	5.8	5.1	0
134	2	317	381	8.16	5.13	0
134	3	184	284	7.18	1.42	0
134	4	140	357	5.14	2.07	0
134	5	293	162	9.95	0.58	0
134	6	300	363	6.26	4.79	0
134	7	418	142	5.64	2.45	0
134	8	330	475	5.5	0.14	0
134	9	146	53	8.82	6.12	0
135	0	192	305	5.82	0.8	0
135	1	32	420	5.8	5.1	0
135	2	321	374	8.16	5.13	0
135	3	184	284	7.18	1.42	0
135	4	137	362	5.14	2.07	0
135	5	301	168	9.95	0.58	0
135	6	300	356	6.26	4.79	0
135	7	414	146	5.64	2.45	0
135	8	335	476	5.5	0.14	0
135	9	155	52	8.82	6.12	0
136	0	196	310	5.82	0.8	0
136	1	34	414	5.8	5.1	0
136	2	324	366	8.16	5.13	0
136	3	188	278	8	5.27	0
136	4	135	366	5.14	2.07	0
136	5	310	173	9.95	0.58	0
136	6	301	350	6.26	4.79	0
136	7	410	149	5.64	2.45	0
136	8	341	477	5.5	0.14	0
136	9	164	50	8.82	6.12	0
137	0	200	314	5.82	0.8	0
137	1	36	409	5.8	5.1	0
137	2	327	359	8.16	5.13	0
137	3	192	271	8	5.27	0
137	4	132	371	5.14	2.07	0
137	5	318	179	9.95	0.58	0
137	6	301	344	6.26	4.79	0
137	7	405	153	5.64	2.45	0
137	8	346	478	5.5	0.14	0
137	9	173	49	8.82	6.12	0
138	0	204	318	5.82	0.8	0
138	1	38	404	5.8	5.1	0
138	2	331	352	8.16	5.13	0
138	3	196	264	8	5.27	0
138	4	130	375	5.14	2.07	0
138	5	326	184	9.95	0.58	0
138	6	302	338	6.26	4.79	0
138	7	401	157	5.64	2.45	0
138	8	352	478	5.5	0.14	0
138	9	181	47	8.82	6.12	0
139	0	208	322	5.82	0.8	0
139	1	40	398	5.8	5.1	0
139	2	334	344	8.16	5.13	0
139	3	201	257	8	5.27	0
139	4	127	380	5.14	2.07	0
139	5	335	189	9.95	0.58	0
139	6	302	331	6.26	4.79	0
139	7	397	160	5.64	2.45	0
139	8	357	479	5.5	0.14	0
139	9	190	46	8.82	6.12	0
140	0	212	326	5.82	0.8	0
140	1	43	393	5.8	5.1	0
140	2	337	337	8.16	5.13	0
140	3	205	250	8	5.27	0
140	4	125	384	5.14	2.07	0
140	5	343	195	9.95	0.58	0
140	6	303	325	6.26	4.79	0
140	7	392	164	5.64	2.45	0
140	8	362	480	5.5	0.14	0
140	9	199	44	8.82	6.12	0
141	0	216	330	5.82	0.8	0
141	1	45	387	5.8	5.1	0
141	2	341	329	8.16	5.13	0
141	3	209	244	8	5.27	0
141	4	122	389	5.14	2.07	0
141	5	351	200	9.95	0.58	0
141	6	303	319	6.26	4.79	0
141	7	388	167	5.64	2.45	0
141	8	368	481	5.5	0.14	0
141	9	207	43	8.82	6.12	0
142	0	220	335	5.82	0.8	0
142	1	47	382	5.8	5.1	0
142	2	344	322	8.16	5.13	0
142	3	213	237	8	5.27	0
142	4	120	393	5.14	2.07	0
142	5	360	206	9.95	0.58	0
142	6	303	313	6.26	4.79	0
142	7	384	171	5.64	2.45	0
142	8	373	481	5.5	0.14	0
142	9	216	41	8.82	6.12	0
143	0	224	339	5.82	0.8	0
143	1	49	377	5.8	5.1	0
143	2	347	314	8.16	5.13	0
143	3	217	230	8	5.27	0
143	4	117	398	5.14	2.07	0
143	5	368	211	9.95	0.58	0
143	6	304	307	6.26	4.79	0
143	7	379	175	5.64	2.45	0
143	8	379	482	5.5	0.14	0
143	9	225	40	8.82	6.12	0
144	0	228	343	5.82	0.8	0
144	1	51	371	5.8	5.1	0
144	2	351	307	8.16	5.13	0
144	3	222	223	8	5.27	0
144	4	115	402	5.14	2.07	0
144	5	376	217	9.95	0.58	0
144	6	304	300	6.26	4.79	0
144	7	375	178	5.64	2.45	0
144	8	384	483	5.5	0.14	0
144	9	233	39	8.82	6.12	0
145	0	232	347	5.82	0.8	0
145	1	53	366	5.8	5.1	0
145	2	354	299	8.16	5.13	0
145	3	226	216	8	5.27	0
145	4	112	407	5.14	2.07	0
145	5	384	222	9.95	0.58	0
145	6	305	294	6.26	4.79	0
145	7	371	182	5.64	2.45	0
145	8	390	484	5.5	0.14	0
145	9	242	37	8.82	6.12	0
146	0	236	351	5.82	0.8	0
146	1	56	360	5.8	5.1	0
146	2	357	292	8.16	5.13	0
146	3	230	210	8	5.27	0
146	4	110	411	5.14	2.07	0
146	5	393	228	9.95	0.58	0
146	6	305	288	6.26	4.79	0
146	7	366	186	5.64	2.45	0
146	8	395	485	5.5	0.14	0
146	9	251	36	8.82	6.12	0
147	0	241	356	5.82	0.8	0
147	1	58	355	5.8	5.1	0
147	2	361	284	8.16	5.13	0
147	3	234	203	8	5.27	0
147	4	108	416	5.14	2.07	0
147	5	399	232	9.95	0.58	0
147	6	306	282	6.26	4.79	0
147	7	362	189	5.64	2.45	0
147	8	401	485	5.5	0.14	0
